,28/04/2019,05/05/2019,12/05/2019,19/05/2019,26/05/2019,02/06/2019,09/06/2019,16/06/2019,23/06/2019,30/06/2019,07/07/2019,14/07/2019,21/07/2019,28/07/2019
boar,1000,994.69615673011,1000.5120743367024,1003.8567221165636,1020.3017718142067,1055.4298464603758,1074.2338626385044,1066.1720217058867,1077.4790771979324,1086.895437879665,1077.0964527753044,1073.1322379756282,1235.8210755064185,1232.3326262260248
bolas,1000,1024.7655638527388,1051.968379509557,1046.1659139066426,1052.8289316507423,1051.0178038580666,1056.783563527261,1051.3257057413505,1055.193341060741,1048.5909673308608,1030.6834817273948,1019.3811210932477,1014.2505943117219,1010.2103103508648
bringer,1000,1001.899427663427,1004.1495055168554,1012.6867956836093,1039.9001950153956,1072.8255291589453,1120.9014997025083,1116.129938063493,1144.9471442519352,1136.2763017912891,1133.6147845705625,1142.3534910682986,1148.9970851757762,1148.9970851757762
carrier,1000,983.6601307189543,992.4428104575163,1010.234502297651,1036.7637696899212,1094.5090663251083,1111.8822261080466,1118.500572692023,1137.3641736203606,1128.812563292388,1119.326743432788,1135.7846805125016,1112.4944956762918,1112.4944956762918
cartouche,1000,1014.2857142857142,1042.4603174603174,1037.4962207105063,1058.2461451247166,1137.6375117697874,1168.5761148082327,1180.9604812423418,1216.0876130093015,1224.3637648200593,1211.2716645629046,1205.5042119090713,1215.7684687858332,1215.7684687858332
cat,1000,998.803676038046,1005.3314918078715,1007.0933261113,1026.2384522707566,1059.2446980469701,1074.7320056139833,1082.5651967360195,1091.4206049340248,1090.8421199580002,1083.2921338946448,1082.1286018898795,1085.839946812581,1085.6948052794885
centaur,1000,993.2818301739301,998.0149416878587,1007.9489436976324,1033.9965531293242,1091.7746482415532,1119.9499262556678,1118.9086279019864,1131.762779523696,1132.3195103607604,1123.4910697638377,1121.7851337383997,1130.5361752006065,1132.554989799179
cephalid,1000,1008.0677916410277,1016.9098861880587,1031.3325305130734,1060.839040544666,1108.8243407764567,1123.7828366444057,1121.51096374322,1132.4977445251945,1118.1117951237318,1122.161889747462,1139.5213447774809,1138.9069609276344,1138.9069609276344
chandra,1000,997.5885843015936,1015.4312692532393,1019.2537693335647,1031.0440970977343,1059.9589790153657,1085.5921140607293,1078.2639091701767,1060.7090119892644,1051.4073995606907,1067.0014378715248,1040.1703927724516,1031.5306547212697,1030.319304856153
chimera,1000,1007.8358109548168,1018.9009097204347,1019.1144176635244,1047.4924259407774,1085.3350896514312,1118.1333828921327,1117.9604821497264,1141.7919703637815,1137.2789586232132,1138.8379990426822,1141.6442754740144,1156.7084294585827,1156.7084294585827
citizen,1000,992.718223907704,943.5772576957486,930.1091142142177,951.8703030076828,1023.6709398014607,1037.5468212637802,1050.579731702449,1066.7140572554806,1072.90982457315,1065.204944809323,1068.898472326046,1070.5429315142399,1059.9640866673508
cleric,1000,1009.2419792914584,1019.8728374251848,1018.0447976294946,1035.2721205765836,1085.7129610329325,1105.306626047218,1106.9797663694062,1124.1595040093846,1114.3838851515989,1114.0131435516162,1107.7776806243598,1125.9728135034065,1124.5644672701314
clue,1000,1001.285354816148,1011.1908839190961,1008.675284822886,1021.8998494030412,1053.9929908477563,1084.068415146994,1065.0524587515342,1088.106521135718,1109.1846418129421,1077.0681201453895,1094.5322221840063,1101.3654482751074,1101.3654482751074
cockatrice,1000,997.3373935282516,996.0690133796539,993.3527978984165,1009.6789199277259,1018.3408601067606,1049.9995960392432,1048.9175747486895,1072.2192051874608,1039.2148958028326,1037.148999362053,1044.5658206947003,1043.35182158706,1043.35182158706
construct,1000,999.2217597988008,1009.45794426129,1008.9089609498483,1017.1834444860413,1011.0427537250316,1020.6787723197556,1007.9427345058272,1006.9782916229764,1004.913293750138,988.1730219900912,979.6587517784744,984.1449919655996,984.6389537753658
contraption,1000,1000.2179598953792,1062.1457314440577,1058.2941327555002,1095.9274353443004,1161.2160662334813,1465.2552211714412,1487.4783147930002,1527.1341976856281,1533.9276778712415,1519.3364888785575,1497.2223010183804,1490.7425191068146,1492.0282685199788
coward,1000,970.6408879341212,989.1292857995328,988.4869940555072,1020.8390672797916,965.3737798916527,949.0215301506308,961.4349737515303,960.9300184081734,960.4100346319783,938.5884733008844,938.5884733008844,944.1753094514847,944.1753094514847
crab,1000,980.74121765256,988.407805638252,1002.9412554677854,1028.3996409728666,1098.5043625084813,1105.3842254769743,1123.7417500600693,1139.770493144476,1137.8016088843406,1128.9914893905259,1140.9999921019385,1132.3777167761893,1132.3777167761893
crocodile,1000,997.6689976689977,1002.8041650486192,1012.6754786481,1029.0046523138865,1065.7423123346005,1107.4909248830065,1112.0636614530915,1124.6265349429304,1114.231444091457,1105.4108886248953,1114.0652279483947,1111.7551197709295,1105.8099052266998
curse,1000,1001.9520959032448,1003.0283035344902,997.5160932790401,1016.253714651136,1019.8823391457917,1036.5190442598378,1040.8956027444642,1036.9488810380526,1045.4082113537559,1034.392254393707,1044.3550835177273,1038.7373833444617,1038.7373833444617
cyclops,1000,996.8915343915344,1003.1101188487927,1012.2759642330104,1025.7612073116013,1068.3323299346137,1094.6808722982314,1099.5890110569735,1123.7907361972245,1122.7778309056257,1103.5749631283206,1104.03029121039,1105.332829528032,1107.7568050313832
dauthi,1000,996.2121212121212,1002.1419552669553,988.0595018574104,1021.9823523290497,1037.5418216519706,1051.2015881117984,1065.977154898722,1069.8669783676846,1059.683258925607,1050.666047235124,1057.702692475217,1066.6895097067893,1066.6895097067893
demon,1000,998.5573532869639,999.7928427368277,1005.5790152376352,1023.3858970551096,1042.9471225161865,1070.0295273282823,1063.0385654033867,1071.7402545537605,1062.2092818467447,1052.4574368490808,1053.2365182529193,1059.7561937615076,1059.7561937615076
desert,1000,1004.5370555036612,1014.6554200026833,1007.3737046519244,1029.0272856294675,1092.5090387648227,1105.3807969617835,1119.5663271149097,1132.2345531557708,1228.415897267125,1463.6677603011508,1457.5791088611136,1457.3770856752456,1457.3770856752456
devil,1000,1002.3308750907531,1002.6752022668187,1019.6401206132739,1050.5606512232969,1092.5716736692384,1123.6917408424629,1135.4934004566815,1143.8718327162042,1142.1995160959632,1131.3371413004045,1132.5505412591588,1139.6873230975525,1138.3590161941754
dinosaur,1000,1002.021385223223,1018.4000060714067,1022.4257374893357,1049.6900480188901,1100.0593730821518,1094.3349179164063,1108.2035914831747,1124.1392689561928,1121.6333156072146,1096.477781888585,1089.1469058817747,1102.494216292873,1106.3377055936353
djinn,1000,996.1038190898587,1000.8025078289662,1000.8676736087596,1018.5654853475636,1023.8749128526648,1037.3802687214272,1038.8141941821286,1050.1689283188614,1048.6564853508753,1043.8099974320958,1046.0386077422252,1047.3642800135008,1049.7043201652777
dragon,1000,998.4560854031937,1002.1873696263704,1010.7850957829216,1027.263495447848,1049.171628687777,1061.4201507915834,1062.6136646264906,1073.1631875948829,1068.5398998577723,1062.184561166098,1062.9846724877134,1067.048942280139,1065.8081060034742
drake,1000,997.1828355309281,1000.6460807506392,1006.6363404145088,1021.5503416526759,1060.7636952143428,1088.0036886852424,1099.9746666007218,1110.9333342496236,1110.803589333204,1098.2877870686402,1097.3432327428006,1099.519755414514,1099.9805065501162
drone,1000,994.5054945054944,1017.0446797047487,1026.5911155719407,1040.4806189359256,1051.152215027576,1113.6320896488105,1107.9981414828521,1137.6101117624542,1160.2593628563673,1133.6445647516302,1138.4891996437311,1131.367202727408,1131.367202727408
druid,1000,1008.8886571181947,1011.0621675074077,1012.3564814513576,1023.8489741505493,1039.043818637437,1059.9007988219485,1073.9280949675972,1087.7927887840815,1088.4252763496563,1084.4300754175606,1080.040465508848,1085.7012054549946,1087.5812075423626
dryad,1000,1004.9849068110699,1004.1914490425577,1003.3004247008516,1022.072108192267,1064.6908189636338,1097.5259896613832,1105.0147671097936,1110.0894940641915,1100.8465498038743,1097.6367773685488,1091.5896300899085,1119.6317352435522,1117.304018538264
dwarf,1000,999.5129870129872,1007.0778613216632,1011.6068800133432,1026.8247757191716,1055.5296051493401,1086.9508964256217,1082.4736452985615,1096.1699552682003,1081.6889571369632,1086.125078486425,1101.008476954989,1102.4898368303827,1102.4898368303827
efreet,1000,999.1199550368711,999.2384305257956,995.3982115829403,1005.7958001749704,1016.9631595982517,1016.0254193929206,1022.5607063102938,1031.4990561945124,1031.1330720553226,1025.4899808191883,1028.2441351122072,1022.5836236375884,1025.575491382458
egg,1000,998.6115602652252,1003.2879228178354,1007.9884305929172,1028.5223394182938,1055.163601509787,1058.9356873194647,1064.1995060844934,1071.2985960041856,1069.0400599562654,1073.8401769648262,1084.3305482664057,1090.1490441987662,1090.1490441987662
elder,1000,1008.1188374523317,1014.0937455582815,1000.1859267973599,1009.075086290752,1049.7823873289174,1066.801263174944,1068.147356203938,1079.6466105783709,1076.924652304134,1066.2096935727152,1051.787079633065,1054.1441758890144,1054.1441758890144
eldrazi,1000,997.4915362291036,1011.6899841292427,1006.7665296290044,1018.5413125569426,1048.3853228128164,1072.633316820872,1078.354771204665,1100.4638138475411,1141.7302878335304,1138.6366916248649,1155.4652297524906,1185.7728158375905,1186.4494514720436
elemental,1000,999.604137899614,1006.3180118714633,1009.7659497183072,1025.1863863467813,1048.2147340510069,1057.7459175607248,1067.3063346029908,1079.3353569679255,1087.1179881135242,1117.9165094769992,1129.7131221834466,1146.4892531241405,1148.22822678928
elephant,1000,998.1055034513837,1019.3765038615056,1018.0172376800567,1041.576579522684,1045.3139758613609,1054.0819409063947,1069.7234981176966,1069.595532999248,1174.7016361755232,1171.3382946106215,1173.1278994603165,1158.7833655148447,1158.0586729785628
elf,1000,998.3770854576004,1000.3750585660644,1002.0122147811296,1015.5459455009218,1044.6056353276722,1053.6855355676357,1060.4455722087746,1067.0896494618898,1064.6053491582363,1063.3946415005098,1060.1842213687455,1063.1278737926182,1063.1659497433766
elk,1000,991.4945302798084,997.23830306813,1000.1366483486453,1017.1130883681284,1054.133277953948,1055.1081804405194,1060.0399319116036,1076.5487557535746,1063.6048670567216,1046.4456066950222,1049.917462200502,1048.3498737796103,1048.3498737796103
equipment,1000,1022.2584632144819,1027.5695169356648,1029.5551368430572,1050.4990458935856,1079.9667990711966,1104.4790073965332,1104.8255998635907,1116.7340193107873,1169.6399126911238,1164.066683671771,1168.4938825985332,1177.486001507715,1177.3876041049646
eye,1000,1000.0860206131127,1006.4739806338677,1013.0176720919857,1032.0636120508498,1066.718779522854,1077.098261152084,1087.1092095298563,1106.1102297257194,1102.5762015191135,1097.121141443396,1103.232188672959,1109.6445751492306,1110.1695316673295
