,28/04/2019,05/05/2019,12/05/2019,19/05/2019,26/05/2019,02/06/2019,09/06/2019,16/06/2019,23/06/2019,30/06/2019,07/07/2019,14/07/2019,21/07/2019,28/07/2019,04/08/2019
gremlin,,0.01839339299999998,0.006416504707233539,0.05143723672922995,0.02124182960593468,0.0508547014763856,0.06183387567344201,0.007575757483221146,-0.0008354221473251267,0.013262420169863676,-0.027831611117408284,0.010748792444577271,-0.010597572829204038,0.0,0.0
griffin,,0.00011375999999985176,0.0013693482229462095,0.0012796948746613968,0.12288602172263818,0.033114310760953725,0.027398819685297227,0.005103722328326121,0.017009857273791562,-0.0021168605812871277,-0.00965035390318525,-0.014459670179160056,-0.0006592203324231605,0.002849002849002913,0.0
hag,,-0.0023712344999999857,-0.0035511204392992823,0.0061095579247800735,0.011228947072773554,0.027756407138716854,0.03130533131571256,-0.0008893496950059809,0.003830985016546329,-0.006267089498893319,-0.007847296447877183,0.012392243557800775,0.011638429503013858,-0.0032679738562089167,0.0
harpy,,0.002923977000000022,0.009007095460038084,0.011410400178215374,0.03065083126064372,0.05376615608660518,0.03694205258861527,-0.0012361470027029142,0.019612794798658628,0.022547638089264632,-0.018700510679917626,-0.004066811843236207,0.014291465903159883,0.0,0.0
hellion,,0.00620835800000008,-0.00520412095404188,-0.003647197986155759,0.03248667358199442,0.05905524784113969,0.037445773264277005,0.0010815800345067572,0.00472121216478083,0.0027108140012452875,-0.014470520922818308,-0.0031801988349524635,0.02237426680189314,0.0,0.0
hippo,,-0.0007232645000000426,-0.0043058935999816805,0.007837485344623918,0.02123009012865884,0.026770977745406377,0.03097046223413713,0.0036012122222639498,-0.0005759557622796452,-0.014602406231165044,-0.002026454851558168,0.010360353788979149,0.007423981520788381,-0.0023134759976864983,0.0
homarid,,0.011149198999999888,0.0010822517597623982,-0.0031080031110735096,0.03241978625888153,0.07076365880669755,0.023570350362597914,0.017194501355834113,0.012426537642770574,0.008257136021202705,-0.024766287080303595,0.003223140908504396,-0.006277640429104392,0.0,0.0
homunculus,,-0.001681175299999671,0.0028273806224659026,0.003389550990243073,0.020127747242606908,0.029194800933940224,0.029786219230133693,0.012537445755161691,0.02528127599565977,0.0030303031378078327,0.003223720139603037,-0.004936002267190598,0.013636363245821626,0.0,0.0
horror,,-0.004879816400000014,0.0012033095295767016,-0.0026191039327970733,0.01864229751967006,0.03970373367483959,0.01737955644683109,0.008812761116890888,0.007817161892228253,0.00417096793798577,-0.011057691015535331,0.011404867953633158,0.008441730267442882,0.0,0.0
horse,,0.15179026699999998,0.17938727467993076,-0.0036593670309585935,0.011432889644660937,0.4861675368622125,0.12522264318982024,0.8018841365934981,-0.01945830686478678,0.2327147672935752,0.026419368421710887,-0.019136420778817165,0.29525418919999,0.0,0.0
hound,,0.002147423000000037,0.002531693383399647,-0.00288652691169633,0.023375534265600795,0.036087729978830474,0.042201222988210274,-0.004904246742290286,0.028478582964114763,-0.0045175678591076185,-0.0006553311956387642,-0.0037709969086222594,0.0017344573698161447,0.0,0.0
huatli,,0.0,0.0008529070000000694,-0.03163372907103923,0.0037372429432371845,0.06744465488451534,0.005145068534333941,0.05671724244589682,0.03436507863479843,-6.21524898734016e-05,-0.044567174558147626,-0.024216251046808135,0.017997595692359702,-0.017090909090909268,0.0
human,,-0.0011759510000000084,0.006393902916528527,-0.0011766362158320831,0.028952667326201054,0.027009284206139572,0.025316362960678962,-0.005810738735687493,0.011212578464907308,0.003577843327911223,-0.008073744222146573,-0.0016843308969815007,0.0042266110339415075,-0.00027818756585862303,0.0
hydra,,0.00734080700000006,0.0010495196785966776,-0.0028112361516501316,0.01846683754788936,0.02805019444559176,0.012937682635473013,-0.006056494477342356,0.020004809162936343,0.0004922440709633769,0.012724566418900851,0.029893371425535387,0.15237655425961294,0.0,0.0
illusion,,-0.00678077119999998,0.008943221136316293,0.0011856629640967231,0.013160169529175425,0.022632855603043955,-0.022630275661352783,0.009058459343665781,-0.004625658451617998,0.005486688498984593,-0.007637713010840819,-0.00381813386612051,-4.7110792873450436e-05,-0.002068965517241561,0.0
imp,,-0.00010172220000026488,0.018213033869874273,0.01595929185842082,0.031773531472449656,0.036769147894759824,0.023120492514819624,0.0033911763035403553,0.0024256192198592874,0.0029327837881556462,-0.003766074037650169,-0.002803687191350046,0.006109206350354945,0.0,0.0
incarnation,,0.091161834,-0.0171044133129018,0.0016945399843397713,0.0405211544449573,0.004629629232040244,0.007521581453962201,-0.014394457117381076,0.02792742188902353,-0.0073234229971470555,-0.004024858470617398,0.024163600452123513,-0.00833747973885457,0.0,0.0
