,2019-04-28,2019-05-05,2019-05-12,2019-05-19,2019-05-26,2019-06-02,2019-06-09,2019-06-16,2019-06-23,2019-06-30,2019-07-07,2019-07-14,2019-07-21,2019-07-28,2019-04-28,2019-05-05,2019-05-12,2019-05-19,2019-05-26,2019-06-02,2019-06-09,2019-06-16,2019-06-23,2019-06-30,2019-07-07,2019-07-14,2019-07-21,2019-07-28
boar,,1.0216645216645217,-0.06252873563218397,-0.0524767042667974,-0.028467908902691685,0.0010655301012254537,-0.013304949441192204,-0.0307443365695792,0.0011129660545354803,-0.038394346065274365,-0.033444816053511794,-0.006920415224913601,0.04819976771196299,7.314681440443211,-0.9256601607347876,1.0216645216645217,-0.06252873563218397,-0.0524767042667974,-0.028467908902691685,0.0010655301012254537,-0.013304949441192204,-0.0307443365695792,0.0011129660545354803,-0.038394346065274365,-0.033444816053511794,-0.006920415224913601,0.04819976771196299,7.314681440443211
bolas,,0.08654856798722776,0.09910088917589821,0.005649462171201325,-0.008853534672599195,-0.038632447628547895,-0.0043863786435240915,-0.0264815955279738,-0.043114355231143486,-0.015154597233523082,-0.03294433543323361,-0.020824434002563286,-0.032446286399825386,-0.49369704484397603,1.0624274973147152,0.08654856798722821,0.09910088917589799,0.005649462171201103,-0.008853534672598973,-0.03863244762854812,-0.0043863786435240915,-0.0264815955279738,-0.043114355231143486,-0.015154597233523082,-0.03294433543323361,-0.020824434002563286,-0.032446286399825386,-0.49369704484397603
bringer,,-0.006610009442870712,-2.220446049250313e-16,0.014258555133080053,0.011246485473289658,0.01946246524559747,0.013636363636364113,-0.008071748878923812,0.014466546112115841,-0.014260249554367332,0.002712477396021873,0.007213706041478751,0.015219337511190645,0.0,-0.06613756613756638,-0.006610009442870712,-2.220446049250313e-16,0.014258555133080053,0.011246485473289658,0.019462465245597693,0.01363636363636389,-0.008071748878923812,0.014466546112115841,-0.014260249554367332,0.002712477396021873,0.007213706041478751,0.015219337511190645,0.0
carrier,,-0.016393442622950394,0.008333333333333082,0.016528925619834656,0.024390243902438824,0.055555555555556024,0.015037593984962294,0.007407407407407307,0.014705882352941124,-0.007246376811594124,-0.007299270072992803,0.014705882352941124,-0.021739130434782594,0.0,-0.09629629629629644,-0.016393442622950505,0.008333333333333304,0.016528925619834656,0.024390243902439046,0.05555555555555558,0.015037593984962516,0.007407407407407307,0.014705882352941124,-0.007246376811594124,-0.007299270072992803,0.014705882352941124,-0.021739130434782594,0.0
cartouche,,0.011111111111111072,0.027472527472527597,-0.005347593582887611,0.02150537634408578,0.0736842105263158,0.02450980392156854,0.009569377990430672,0.02843601895734582,0.004608294930875667,-0.009174311926605228,-0.004629629629629872,0.009302325581395321,0.0,-0.17050691244239635,0.011111111111111072,0.027472527472527597,-0.005347593582887722,0.021505376344086002,0.0736842105263158,0.02450980392156854,0.009569377990430672,0.028436018957346043,0.004608294930875445,-0.009174311926605228,-0.004629629629629761,0.009302325581395321,0.0
cat,,0.2855872384697662,-0.004760893956394119,0.007160268129189795,0.004585690515807039,0.004043048723942677,0.002806830940141003,-0.00807283226775879,0.03716628234540531,-0.0121110224552603,-0.013355640811145486,-0.007367559349784281,-0.004476908576814154,6.823017751479289,-0.9010297300738477,0.2855872384697664,-0.004760893956394008,0.007160268129189573,0.004585690515807039,0.004043048723942677,0.002806830940141003,-0.0080728322677589,0.03716628234540531,-0.0121110224552603,-0.013355640811145597,-0.00736755934978417,-0.004476908576814154,6.823017751479289
centaur,,-0.02346698113207535,0.003924646781789498,0.0,0.018764659890539548,0.042210283960091965,0.016200294550809957,0.0028985507246377384,0.0036127167630060075,-0.002159827213823129,0.0007215007215009006,-0.0014419610670511895,0.006498194945848246,-0.5695839311334291,1.174358974358975,-0.02346698113207535,0.003924646781789498,0.0,0.018764659890539548,0.04221028396009219,0.016200294550809957,0.0028985507246377384,0.0036127167630057855,-0.002159827213823129,0.0007215007215009006,-0.0014419610670511895,0.006498194945848246,-0.5695839311334292
cephalid,,0.024050632911392533,0.006180469715698411,0.02457002457002444,0.023980815347721673,0.02459016393442659,0.011428571428571344,-0.005649717514124464,-0.012499999999999956,-0.0034522439585731313,0.0011547344110856006,0.02306805074971141,0.0011273957158961512,0.0,-0.11036036036036034,0.024050632911392533,0.006180469715698411,0.02457002457002444,0.023980815347721673,0.02459016393442659,0.011428571428571344,-0.005649717514124464,-0.012499999999999956,-0.0034522439585731313,0.0011547344110853786,0.023068050749711633,0.0011273957158961512,0.0
chandra,,0.07160456389067882,0.06478599221789882,0.010049333089712897,0.016099855282199815,0.005340929321701715,0.0010625110678237348,0.8282917624859956,-0.37214456188203204,-0.037420087379359646,0.45126548196015115,-0.1897959183673471,-0.06331577742157102,0.1590270138124923,-0.3984391478591014,0.07160456389067882,0.06478599221789882,0.010049333089712897,0.016099855282199815,0.005340929321701937,0.0010625110678235128,0.828291762485996,-0.37214456188203215,-0.037420087379359535,0.45126548196015115,-0.1897959183673471,-0.06331577742157102,0.1590270138124925
chimera,,-0.014218009478673133,0.0064102564102563875,0.0,0.025477707006369643,0.037267080745341685,0.029940119760478945,0.008720930232558155,0.04610951008645525,-0.02203856749311306,0.008450704225352101,-0.005586592178770888,0.03370786516853963,-0.18478260869565222,0.05500000000000016,-0.014218009478673133,0.0064102564102563875,0.0,0.025477707006369643,0.037267080745341685,0.029940119760478945,0.008720930232558155,0.04610951008645525,-0.02203856749311295,0.008450704225352101,-0.00558659217877111,0.03370786516853963,-0.18478260869565222
citizen,,0.3524590163934429,-0.11212121212121207,-0.023890784982935398,0.020979020979021268,0.06506849315068486,0.025723472668810254,0.015673981191222763,0.0030864197530864335,-0.003076923076922977,-0.021604938271605034,0.006309148264984188,0.0,0.36677115987460795,-0.44036697247706424,0.3524590163934429,-0.11212121212121218,-0.023890784982935287,0.020979020979021268,0.06506849315068486,0.025723472668810254,0.015673981191222763,0.0030864197530864335,-0.0030769230769231992,-0.021604938271604923,0.006309148264984188,0.0,0.36677115987460795
cleric,,0.044631346307324016,0.005994358251057763,-0.002453557658604999,0.012649332396345692,0.023594725884801937,-0.0010169491525422458,0.00271462504241593,0.012182741116750995,-0.009695753928451789,0.0010128291694799785,-0.011129848229342265,0.016712141882674114,0.5743039248574304,-0.4215143120960295,0.044631346307324016,0.005994358251057763,-0.002453557658604999,0.012649332396345692,0.023594725884801937,-0.0010169491525422458,0.00271462504241593,0.012182741116750995,-0.009695753928451789,0.0010128291694799785,-0.011129848229342265,0.016712141882674114,0.5743039248574304
clue,,-0.0012067578439258764,-0.004027386226339136,-0.005661140315406321,0.010980073200487883,0.0,0.0008045052292839916,-0.015273311897106123,0.0077551020408161975,0.008100445524503952,-0.02330253113700287,-0.006993006993007089,-0.005385252692626463,0.0,0.035401915868388256,-0.0012067578439258764,-0.004027386226339136,-0.005661140315406321,0.010980073200487883,0.0,0.0008045052292839916,-0.015273311897106123,0.0077551020408164195,0.00810044552450373,-0.02330253113700287,-0.006993006993007089,-0.005385252692626463,0.0
cockatrice,,1.2092483312464708e-05,-0.0003144007642357227,-0.00030240350304222563,-0.012753188297074391,0.04939209726443772,-0.07530774800868922,-0.0003410210422613025,0.018737286315337,-0.08014386704700482,-5.393161471245467e-05,6.741815436073217e-05,-0.00022920627216227452,0.0,0.1152227856295176,1.2092483312464708e-05,-0.0003144007642357227,-0.00030240350304222563,-0.01275318829707428,0.04939209726443772,-0.07530774800868911,-0.0003410210422613025,0.01873728631533722,-0.08014386704700494,-5.393161471245467e-05,6.741815436051013e-05,-0.00022920627216205247,0.0
construct,,-0.08742180633821006,-0.00022660321776546422,0.005666364460561901,1.2450980392156863,-0.10744177583697267,-0.052492100703292244,-0.05314113597246106,-0.009997727789138988,-0.015148037640578482,-0.033325565136332225,0.024349083895853996,-0.032125205930807255,-0.6700790273556232,0.9663915094339628,-0.08742180633821017,-0.0002266032177653532,0.005666364460561901,1.2450980392156863,-0.10744177583697256,-0.052492100703292244,-0.05314113597246106,-0.0099977277891391,-0.015148037640578482,-0.033325565136332,0.024349083895853774,-0.032125205930807255,-0.6700790273556231
contraption,,-0.7015765765765766,0.03622641509433944,0.5005991119047064,0.11601690934711062,0.24074074074074092,2.8877204884667584,-0.4357385917459211,0.1971547858357814,-0.8011280461551707,-0.02818791946308774,14.135671003386207,-0.05409104958714195,-0.9360776385217904,2.350507416081186,-0.7015765765765766,0.03622641509433944,0.5005991119047062,0.11601690934711062,0.24074074074074114,2.8877204884667584,-0.4357385917459212,0.1971547858357814,-0.8011280461551709,-0.02818791946308752,14.135671003386205,-0.05409104958714206,-0.9360776385217904
coward,,-0.03809523809523818,0.01980198019801982,0.0,0.20550161812297718,-0.10834132310642353,-0.01935483870967769,0.013157894736842257,0.0,0.0,-0.019480519480519543,0.0,0.0066225165562914245,0.0,-0.03289473684210498,-0.03809523809523807,0.01980198019801982,0.0,0.20550161812297718,-0.10834132310642364,-0.01935483870967769,0.013157894736842035,0.0,0.0,-0.01948051948051943,0.0,0.0066225165562914245,0.0
crab,,-0.035382889772611614,0.008456659619450857,0.012578616352200811,0.020703933747411973,0.05882352941176405,0.0019157088122607746,0.011472275334607929,0.017013232514177856,-0.005576208178438735,-0.009345794392523143,0.007547169811320753,-0.0037453183520598232,-0.3684210526315791,0.45937500000000053,-0.035382889772611614,0.008456659619450635,0.012578616352201255,0.020703933747411973,0.058823529411764275,0.0019157088122605526,0.011472275334607929,0.017013232514177856,-0.005576208178438735,-0.009345794392523143,0.007547169811320753,-0.0037453183520598232,-0.3684210526315791
crocodile,,-0.04497816593886472,0.008230452674897082,0.012244897959183376,0.02016129032258074,0.03952569169960496,0.041825095057034245,0.0,0.018248175182481674,0.029651352231997663,-0.009493670886076222,0.006389776357827781,-0.006349206349206549,-0.437699680511182,0.5902777777777779,-0.044978165938864834,0.008230452674897082,0.012244897959183598,0.02016129032258074,0.03952569169960496,0.04182509505703402,0.0,0.018248175182481896,0.02965135223199744,-0.009493670886076,0.006389776357827559,-0.006349206349206438,-0.43769968051118213
curse,,0.0016528925619836432,0.008643721515008806,-0.04752259270800929,0.01856698838540849,-0.06697181402071783,0.039762458042860827,-0.0035593080043042624,-0.040455225120451965,0.027010648428707595,-0.016437663322936835,0.027939664038395984,-0.01417375354343875,0.0,0.07450947225981075,0.0016528925619834212,0.008643721515008806,-0.04752259270800918,0.01856698838540849,-0.06697181402071783,0.039762458042860827,-0.0035593080043044845,-0.040455225120451854,0.027010648428707595,-0.016437663322936835,0.027939664038395984,-0.014173753543438639,0.0
cyclops,,-0.02756211180124224,0.0059880239520957446,0.007936507936507686,0.013779527559055094,0.03834951456310676,0.019713261648745428,0.0017574692442887674,0.015789473684210353,2.220446049250313e-16,-0.017271157167530693,0.0,0.00527240773286497,-0.13286713286713314,0.08387096774193559,-0.027562111801242017,0.0059880239520957446,0.007936507936507908,0.013779527559055094,0.03834951456310676,0.019713261648745428,0.0017574692442887674,0.01578947368421013,2.220446049250313e-16,-0.017271157167530582,0.0,0.00527240773286497,-0.13286713286713314
dauthi,,-0.0049261083743843415,0.004950495049504955,-0.014778325123152802,0.03500000000000014,0.009661835748792091,0.014354066985646119,0.009433962264151052,0.004672897196261516,-0.009302325581395321,-0.00938967136150215,0.004739336492890933,0.009433962264151052,0.0,-0.051401869158878455,-0.0049261083743843415,0.004950495049504955,-0.014778325123152802,0.03500000000000014,0.009661835748792091,0.014354066985646119,0.009433962264151052,0.004672897196261516,-0.009302325581395321,-0.00938967136150215,0.004739336492890933,0.009433962264151052,0.0
demon,,0.07712531447939974,0.0003304518929638789,0.005585795262584847,-0.07824457402250251,0.006212588794660467,0.6230224662219568,0.04541240981524042,-0.0862786824240468,-0.09080066723189306,-0.002773373405448587,5.5400127420668355e-05,0.004055064676065756,0.0,-0.29497390208643837,0.07712531447939974,0.0003304518929638789,0.005585795262584847,-0.07824457402250251,0.006212588794660467,0.623022466221957,0.045412409815240196,-0.08627868242404702,-0.09080066723189317,-0.002773373405448143,5.540012742044631e-05,0.004055064676065756,0.0
desert,,0.02369439071566748,-0.006613131790269455,0.004279600570613384,-0.013257575757576023,0.01823416506717801,-0.0009425070688028336,-0.004245283018868062,0.00331596399810552,0.4693106704438146,0.1294987146529567,-0.08165007112375566,-0.00960346964064418,0.0,-0.3531435720988424,0.02369439071566748,-0.006613131790269455,0.004279600570613384,-0.013257575757576023,0.01823416506717801,-0.0009425070688028336,-0.004245283018868062,0.00331596399810552,0.4693106704438146,0.1294987146529567,-0.08165007112375566,-0.009603469640644291,0.0
devil,,-0.032355928402780676,0.031011450381679406,0.07126330402591385,0.0820734341252698,0.049091291102006496,0.009262689885142672,0.01651982378854644,0.003611412062116237,-0.020870816840590223,-0.005145167217934454,-0.033616549685999586,-0.015672782874617486,-0.5203883495145631,0.8013186813186814,-0.032355928402780676,0.031011450381679406,0.07126330402591385,0.0820734341252698,0.049091291102006496,0.009262689885142672,0.01651982378854644,0.003611412062116237,-0.020870816840590223,-0.005145167217934454,-0.033616549685999586,-0.015672782874617486,-0.5203883495145631
dinosaur,,0.12163840859493003,-0.006704980842911712,-0.0033751205400194273,0.01741654571843232,0.007357214561209302,-0.000917852225791771,0.0022967386311436577,0.10273242995516152,-0.020218358269308623,-0.010730499380932845,-0.030037546933667114,0.0004301075268819954,0.08001086120287848,-0.21661821705426354,0.12163840859493003,-0.006704980842911712,-0.0033751205400194273,0.01741654571843232,0.007357214561209302,-0.000917852225791771,0.0022967386311436577,0.10273242995516152,-0.020218358269308623,-0.010730499380932845,-0.030037546933667114,0.0004301075268819954,0.08001086120287848
djinn,,-0.11009764400011879,0.0013386506401542597,0.00024741906004743797,-0.024597011024246496,-0.010530295492985675,-0.0016611095246329421,0.0404244690108615,0.0001432720232330542,0.0009020972793833959,0.001307442364227196,0.0021131276607249116,-0.0007594302345752535,-0.9940405002932008,186.10104790419146,-0.11009764400011879,0.0013386506401542597,0.00024741906004743797,-0.024597011024246496,-0.010530295492985675,-0.0016611095246329421,0.0404244690108615,0.0001432720232330542,0.0009020972793833959,0.001307442364227196,0.0021131276607249116,-0.0007594302345752535,-0.9940405002932008
